,x,y,cex,col,members,midpoint,height,leaf,label,parent
506,249.0,0.0,0.5,#0B8AA5,1,,0.0,True,249_L5 PT CTX,n257
507,252.75,0.0269,,,5,2.75,0.0269,False,n258,n257
508,251.5,0.0213,,,4,1.5,0.0213,False,n259,n258
509,250.5,0.0108,,,2,0.5,0.0108,False,n260,n259
510,250.0,0.0,0.5,#0C6698,1,,0.0,True,250_L5 PT CTX,n260
511,251.0,0.0,0.5,#0D758B,1,,0.0,True,251_L5 PT CTX,n260
512,252.5,0.0175,,,2,0.5,0.0175,False,n261,n259
513,252.0,0.0,0.5,#0D5A8B,1,,0.0,True,252_L5 PT CTX,n261
514,253.0,0.0,0.5,#0A75B1,1,,0.0,True,253_L5 PT CTX,n261
515,254.0,0.0,0.5,#0D5472,1,,0.0,True,254_L5 PT CTX,n258
516,255.5,0.0327,,,2,0.5,0.0327,False,n262,n247
517,255.0,0.0,0.5,#15F1DA,1,,0.0,True,255_L5 PT RSP-ACA,n262
518,256.0,0.0,0.5,#15D5F6,1,,0.0,True,256_L5 PT RSP-ACA,n262
519,257.0,0.0,0.5,#0EED60,1,,0.0,True,257_L5 PPP,n240
520,260.125,0.0333,,,5,2.125,0.0333,False,n263,n131
521,258.75,0.0246,,,3,0.75,0.0246,False,n264,n263
522,258.0,0.0,0.5,#5504EC,1,,0.0,True,258_L6 Car3,n264
523,259.5,0.018,,,2,0.5,0.018,False,n265,n264
524,259.0,0.0,0.5,#330CB9,1,,0.0,True,259_L6 Car3,n265
525,260.0,0.0,0.5,#520CB9,1,,0.0,True,260_L6 Car3,n265
526,261.5,0.0147,,,2,0.5,0.0147,False,n266,n263
527,261.0,0.0,0.5,#3D08D3,1,,0.0,True,261_L6 Car3,n266
528,262.0,0.0,0.5,#450E93,1,,0.0,True,262_L6 Car3,n266
529,287.677734375,0.1358,,,40,24.6777,0.1358,False,n267,n130
530,276.50390625,0.0977,,,28,13.5039,0.0977,False,n268,n267
531,268.0625,0.0686,,,10,5.0625,0.0686,False,n269,n268
532,265.375,0.0396,,,5,2.375,0.0396,False,n270,n269
533,264.25,0.0341,,,3,1.25,0.0341,False,n271,n270
534,263.5,0.0057,,,2,0.5,0.0057,False,n272,n271
535,263.0,0.0,0.5,#96B4E6,1,,0.0,True,263_SUB,n272
536,264.0,0.0,0.5,#6E8199,1,,0.0,True,264_SUB,n272
537,265.0,0.0,0.5,#9CC1F2,1,,0.0,True,265_SUB,n271
538,266.5,0.0221,,,2,0.5,0.0221,False,n273,n270
539,266.0,0.0,0.5,#768BA6,1,,0.0,True,266_SUB-ProS,n273
540,267.0,0.0,0.5,#A1D0FF,1,,0.0,True,267_SUB-ProS,n273
541,270.75,0.0204,,,5,2.75,0.0204,False,n274,n269
542,269.5,0.0175,,,4,1.5,0.0175,False,n275,n274
543,268.5,0.0107,,,2,0.5,0.0107,False,n276,n275
544,268.0,0.0,0.5,#7D93B3,1,,0.0,True,268_ProS,n276
545,269.0,0.0,0.5,#A1BFFF,1,,0.0,True,269_ProS,n276
546,270.5,0.0063,,,2,0.5,0.0063,False,n277,n275
547,270.0,0.0,0.5,#8398BF,1,,0.0,True,270_ProS,n277
548,271.0,0.0,0.5,#90A7D9,1,,0.0,True,271_ProS,n277
549,272.0,0.0,0.5,#8AA3CC,1,,0.0,True,272_ProS,n274
550,284.9453125,0.0649,,,18,11.9453,0.0649,False,n278,n268
551,280.390625,0.052,,,16,7.3906,0.052,False,n279,n278
552,275.5,0.0375,,,6,2.5,0.0375,False,n280,n279
553,274.25,0.0252,,,3,1.25,0.0252,False,n281,n280
554,273.5,0.0143,,,2,0.5,0.0143,False,n282,n281
555,273.0,0.0,0.5,#8E7ED9,1,,0.0,True,273_CA1-ProS,n282
556,274.0,0.0,0.5,#645B8C,1,,0.0,True,274_CA1-ProS,n282
557,275.0,0.0,0.5,#7265A0,1,,0.0,True,275_CA1-ProS,n281
558,276.75,0.026,,,3,0.75,0.026,False,n283,n280
559,276.0,0.0,0.5,#9A85EC,1,,0.0,True,276_CA1-ProS,n283
560,277.5,0.0139,,,2,0.5,0.0139,False,n284,n283
561,277.0,0.0,0.5,#8274BF,1,,0.0,True,277_CA1-ProS,n284
562,278.0,0.0,0.5,#A68CFF,1,,0.0,True,278_CA1-ProS,n284
563,285.28125,0.0406,,,10,6.2812,0.0406,False,n285,n279
564,283.0625,0.0326,,,8,4.0625,0.0326,False,n286,n285
565,281.375,0.0296,,,5,2.375,0.0296,False,n287,n286
566,280.25,0.0236,,,3,1.25,0.0236,False,n288,n287
567,279.5,0.0081,,,2,0.5,0.0081,False,n289,n288
568,279.0,0.0,0.5,#4B158C,1,,0.0,True,279_CA1,n289
569,280.0,0.0,0.5,#7610EC,1,,0.0,True,280_CA1,n289
570,281.0,0.0,0.5,#4916A0,1,,0.0,True,281_CA1,n288
571,282.5,0.0154,,,2,0.5,0.0154,False,n290,n287
572,282.0,0.0,0.5,#7713D3,1,,0.0,True,282_CA1,n290
573,283.0,0.0,0.5,#5215B9,1,,0.0,True,283_CA1,n290
574,284.75,0.0213,,,3,0.75,0.0213,False,n291,n286
575,284.0,0.0,0.5,#5C11E3,1,,0.0,True,284_CA1,n291
576,285.5,0.0169,,,2,0.5,0.0169,False,n292,n291
577,285.0,0.0,0.5,#850DFF,1,,0.0,True,285_CA1,n292
578,286.0,0.0,0.5,#6016A0,1,,0.0,True,286_CA1,n292
579,287.5,0.0202,,,2,0.5,0.0202,False,n293,n285
580,287.0,0.0,0.5,#680DFF,1,,0.0,True,287_CA1,n293
581,288.0,0.0,0.5,#9110EC,1,,0.0,True,288_CA1,n293
582,289.5,0.0163,,,2,0.5,0.0163,False,n294,n278
583,289.0,0.0,0.5,#9B0DFF,1,,0.0,True,289_CA1,n294
584,290.0,0.0,0.5,#6414C6,1,,0.0,True,290_CA1,n294
585,298.8515625,0.128,,,12,7.8516,0.128,False,n295,n267
586,296.203125,0.0852,,,10,5.2031,0.0852,False,n296,n295
587,293.15625,0.047,,,7,2.1562,0.047,False,n297,n296
588,291.0,0.0,0.5,#4F3F8C,1,,0.0,True,291_CA3,n297
589,295.3125,0.0402,,,6,3.3125,0.0402,False,n298,n297
590,293.625,0.0298,,,5,1.625,0.0298,False,n299,n298
591,292.5,0.0177,,,2,0.5,0.0177,False,n300,n299
592,292.0,0.0,0.5,#6E50CC,1,,0.0,True,292_CA3,n300
593,293.0,0.0,0.5,#5A47A6,1,,0.0,True,293_CA3,n300
594,294.75,0.0172,,,3,0.75,0.0172,False,n301,n299
595,294.0,0.0,0.5,#7353D9,1,,0.0,True,294_CA3,n301
596,295.5,0.0067,,,2,0.5,0.0067,False,n302,n301
597,295.0,0.0,0.5,#5E4EBF,1,,0.0,True,295_CA3,n302
598,296.0,0.0,0.5,#8059FF,1,,0.0,True,296_CA3,n302
599,297.0,0.0,0.5,#6655E6,1,,0.0,True,297_CA3,n298
600,299.25,0.0141,,,3,1.25,0.0141,False,n303,n296
601,298.5,0.0066,,,2,0.5,0.0066,False,n304,n303
602,298.0,0.0,0.5,#694AB3,1,,0.0,True,298_CA3,n304
603,299.0,0.0,0.5,#6C59FF,1,,0.0,True,299_CA3,n304
604,300.0,0.0,0.5,#8557F2,1,,0.0,True,300_CA3,n303
605,301.5,0.0039,,,2,0.5,0.0039,False,n305,n295
606,301.0,0.0,0.5,#AD99FF,1,,0.0,True,301_CA2-IG-FC,n305
607,302.0,0.0,0.5,#765FD2,1,,0.0,True,302_CA2-IG-FC,n305
608,327.6759033203125,0.1231,,,52,24.6759,0.1231,False,n306,n129
609,310.3125,0.0741,,,14,7.3125,0.0741,False,n307,n306
610,307.375,0.0515,,,9,4.375,0.0515,False,n308,n307
611,305.0,0.03,,,6,2.0,0.03,False,n309,n308
612,303.5,0.0159,,,2,0.5,0.0159,False,n310,n309
613,303.0,0.0,0.5,#2F6B48,1,,0.0,True,303_L5 NP CTX,n310
614,304.0,0.0,0.5,#45BE72,1,,0.0,True,304_L5 NP CTX,n310
615,306.5,0.0202,,,4,1.5,0.0202,False,n311,n309
616,305.5,0.0123,,,2,0.5,0.0123,False,n312,n311
617,305.0,0.0,0.5,#357E54,1,,0.0,True,305_L5 NP CTX,n312
618,306.0,0.0,0.5,#48CB80,1,,0.0,True,306_L5 NP CTX,n312
619,307.5,0.0089,,,2,0.5,0.0089,False,n313,n311
620,307.0,0.0,0.5,#3C9861,1,,0.0,True,307_L5 NP CTX,n313
621,308.0,0.0,0.5,#4AD78F,1,,0.0,True,308_L5 NP CTX,n313
622,309.75,0.0437,,,3,0.75,0.0437,False,n314,n308
623,309.0,0.0,0.5,#40A46B,1,,0.0,True,309_L5 NP CTX,n314
624,310.5,0.0329,,,2,0.5,0.0329,False,n315,n314
625,310.0,0.0,0.5,#789359,1,,0.0,True,310_L5 NP CTX,n315
626,311.0,0.0,0.5,#25627F,1,,0.0,True,311_L6 NP CT CTX,n315
627,313.25,0.0616,,,5,1.25,0.0616,False,n316,n307
628,312.0,0.0,0.5,#A4D374,1,,0.0,True,312_NP SUB,n316
629,314.5,0.0371,,,4,1.5,0.0371,False,n317,n316
630,313.5,0.013,,,2,0.5,0.013,False,n318,n317
631,313.0,0.0,0.5,#88A662,1,,0.0,True,313_NP SUB,n318
632,314.0,0.0,0.5,#C0F27F,1,,0.0,True,314_NP SUB,n318
633,315.5,0.0157,,,2,0.5,0.0157,False,n319,n317
634,315.0,0.0,0.5,#93B96A,1,,0.0,True,315_NP SUB,n319
635,316.0,0.0,0.5,#B1E67B,1,,0.0,True,316_NP SUB,n319
636,345.039306640625,0.1128,,,38,28.0393,0.1128,False,n320,n306
637,336.82861328125,0.0978,,,35,19.8286,0.0978,False,n321,n320
638,326.5087890625,0.0822,,,21,9.5088,0.0822,False,n322,n321
639,319.580078125,0.0679,,,14,2.5801,0.0679,False,n323,n322
640,317.75,0.0335,,,3,0.75,0.0335,False,n324,n323
641,317.0,0.0,0.5,#2FA4EB,1,,0.0,True,317_CT SUB,n324
642,318.5,0.0169,,,2,0.5,0.0169,False,n325,n324
643,318.0,0.0,0.5,#2FC6F1,1,,0.0,True,318_CT SUB,n325
644,319.0,0.0,0.5,#2FB4F1,1,,0.0,True,319_CT SUB,n325
645,321.41015625,0.0509,,,11,1.4102,0.0509,False,n326,n323
646,320.0,0.0,0.5,#2B8AA5,1,,0.0,True,320_L6 CT CTX,n326
647,322.8203125,0.049,,,10,1.8203,0.049,False,n327,n326
648,321.5,0.0116,,,2,0.5,0.0116,False,n328,n327
649,321.0,0.0,0.5,#2B77A5,1,,0.0,True,321_L6 CT CTX,n328
650,322.0,0.0,0.5,#2C93B2,1,,0.0,True,322_L6 CT CTX,n328
651,324.140625,0.0333,,,8,1.1406,0.0333,False,n329,n327
652,323.0,0.0,0.5,#296B98,1,,0.0,True,323_L6 CT CTX,n329
653,325.28125,0.0287,,,7,1.2812,0.0287,False,n330,n329
654,324.0,0.0,0.5,#2E9FCB,1,,0.0,True,324_L6 CT CTX,n330
655,326.5625,0.0243,,,6,1.5625,0.0243,False,n331,n330
656,325.0,0.0,0.5,#2E84BE,1,,0.0,True,325_L6 CT CTX,n331
657,328.125,0.0143,,,5,2.125,0.0143,False,n332,n331
658,326.75,0.0128,,,3,0.75,0.0128,False,n333,n332
659,326.0,0.0,0.5,#2FBCE5,1,,0.0,True,326_L6 CT CTX,n333
660,327.5,0.0078,,,2,0.5,0.0078,False,n334,n333
661,327.0,0.0,0.5,#2E8CCB,1,,0.0,True,327_L6 CT CTX,n334
662,328.0,0.0,0.5,#2FB2D8,1,,0.0,True,328_L6 CT CTX,n334
663,329.5,0.011,,,2,0.5,0.011,False,n335,n332
664,329.0,0.0,0.5,#28758B,1,,0.0,True,329_L6 CT CTX,n335
665,330.0,0.0,0.5,#2F93D8,1,,0.0,True,330_L6 CT CTX,n335
666,333.4375,0.0499,,,7,2.4375,0.0499,False,n336,n322
667,331.5,0.0184,,,2,0.5,0.0184,False,n337,n336
668,331.0,0.0,0.5,#297F98,1,,0.0,True,331_L6 CT ENTm,n337
669,332.0,0.0,0.5,#2C7CB2,1,,0.0,True,332_L6 CT ENTm,n337
670,335.375,0.0207,,,5,2.375,0.0207,False,n338,n336
671,334.25,0.0132,,,3,1.25,0.0132,False,n339,n338
672,333.5,0.0106,,,2,0.5,0.0106,False,n340,n339
673,333.0,0.0,0.5,#1661D3,1,,0.0,True,333_L6b/CT ENT,n340
674,334.0,0.0,0.5,#1374EC,1,,0.0,True,334_L6b/CT ENT,n340
675,335.0,0.0,0.5,#174596,1,,0.0,True,335_L6b/CT ENT,n339
676,336.5,0.0132,,,2,0.5,0.0132,False,n341,n338
677,336.0,0.0,0.5,#1B6ED3,1,,0.0,True,336_L6b/CT ENT,n341
678,337.0,0.0,0.5,#1749BF,1,,0.0,True,337_L6b/CT ENT,n341
679,347.1484375,0.0676,,,14,9.1484,0.0676,False,n342,n321
680,343.296875,0.045,,,13,5.2969,0.045,False,n343,n342
681,341.4375,0.0399,,,6,3.4375,0.0399,False,n344,n343
682,339.875,0.0253,,,5,1.875,0.0253,False,n345,n344
683,338.5,0.0177,,,2,0.5,0.0177,False,n346,n345
684,338.0,0.0,0.5,#3F2C5D,1,,0.0,True,338_L6b CTX,n346
685,339.0,0.0,0.5,#613D90,1,,0.0,True,339_L6b CTX,n346
686,341.25,0.0212,,,3,1.25,0.0212,False,n347,n345
687,340.5,0.0089,,,2,0.5,0.0089,False,n348,n347
688,340.0,0.0,0.5,#46306A,1,,0.0,True,340_L6b CTX,n348
689,341.0,0.0,0.5,#69419D,1,,0.0,True,341_L6b CTX,n348
690,342.0,0.0,0.5,#493577,1,,0.0,True,342_L6b RHP,n347
691,343.0,0.0,0.5,#7044AA,1,,0.0,True,343_L6b CTX,n344
692,345.15625,0.0433,,,7,1.1562,0.0433,False,n349,n343
693,344.0,0.0,0.5,#503983,1,,0.0,True,344_L6b RHP,n349
694,346.3125,0.0249,,,6,1.3125,0.0249,False,n350,n349
695,345.0,0.0,0.5,#7447B6,1,,0.0,True,345_L6b CTX,n350
696,347.625,0.0217,,,5,1.625,0.0217,False,n351,n350
697,346.5,0.0141,,,2,0.5,0.0141,False,n352,n351
698,346.0,0.0,0.5,#573D90,1,,0.0,True,346_L6b CTX,n352
699,347.0,0.0,0.5,#7E47B6,1,,0.0,True,347_L6b CTX,n352
700,348.75,0.0169,,,3,0.75,0.0169,False,n353,n351
701,348.0,0.0,0.5,#5E419D,1,,0.0,True,348_L6b CTX,n353
702,349.5,0.0104,,,2,0.5,0.0104,False,n354,n353
703,349.0,0.0,0.5,#71419D,1,,0.0,True,349_L6b CTX,n354
704,350.0,0.0,0.5,#6444AA,1,,0.0,True,350_L6b CTX,n354
705,351.0,0.0,0.5,#7944AA,1,,0.0,True,351_L6b CTX,n342
706,353.25,0.0306,,,3,1.25,0.0306,False,n355,n320
707,352.5,0.0183,,,2,0.5,0.0183,False,n356,n355
708,352.0,0.0,0.5,#2F2144,1,,0.0,True,352_NP PPP,n356
709,353.0,0.0,0.5,#513577,1,,0.0,True,353_NP PPP,n356
710,354.0,0.0,0.5,#382650,1,,0.0,True,354_NP PPP,n355
711,355.0,0.0,0.5,#5E5765,1,,0.0,True,355_V3d,n4
712,359.796875,0.5694,,,13,3.7969,0.5694,False,n357,n2
713,356.75,0.0353,,,3,0.75,0.0353,False,n358,n357
714,356.0,0.0,0.5,#332F26,1,,0.0,True,356_Astro,n358
715,357.5,0.0344,,,2,0.5,0.0344,False,n359,n358
716,357.0,0.0,0.5,#8D7C5D,1,,0.0,True,357_Astro,n359
717,358.0,0.0,0.5,#5A503F,1,,0.0,True,358_Astro,n359
718,362.84375,0.4126,,,10,3.8438,0.4126,False,n360,n357
719,360.5,0.2299,,,4,1.5,0.2299,False,n361,n360
720,359.5,0.0056,,,2,0.5,0.0056,False,n362,n361
721,359.0,0.0,0.5,#2E3E39,1,,0.0,True,359_OPC,n362
722,360.0,0.0,0.5,#577D70,1,,0.0,True,360_OPC,n362
723,361.5,0.0858,,,2,0.5,0.0858,False,n363,n361
724,361.0,0.0,0.5,#374A45,1,,0.0,True,361_Oligo,n363
725,362.0,0.0,0.5,#5E8A79,1,,0.0,True,362_Oligo,n363
726,365.1875,0.1652,,,6,2.1875,0.1652,False,n364,n360
727,363.5,0.0407,,,2,0.5,0.0407,False,n365,n364
728,363.0,0.0,0.5,#3F574E,1,,0.0,True,363_Oligo,n365
729,364.0,0.0,0.5,#65978A,1,,0.0,True,364_Oligo,n365
730,366.875,0.0872,,,4,1.875,0.0872,False,n366,n364
731,365.75,0.0542,,,3,0.75,0.0542,False,n367,n366
732,365.0,0.0,0.5,#47645C,1,,0.0,True,365_Oligo,n367
733,366.5,0.02,,,2,0.5,0.02,False,n368,n367
734,366.0,0.0,0.5,#6CA491,1,,0.0,True,366_Oligo,n368
735,367.0,0.0,0.5,#4F7165,1,,0.0,True,367_Oligo,n368
736,368.0,0.0,0.5,#72B09C,1,,0.0,True,368_Oligo,n366
737,374.875,0.7365,,,11,5.875,0.7365,False,n369,n1
738,371.5,0.5733,,,8,2.5,0.5733,False,n370,n369
739,369.5,0.0034,,,2,0.5,0.0034,False,n371,n370
740,369.0,0.0,0.5,#8D6A62,1,,0.0,True,369_Endo,n371
741,370.0,0.0,0.5,#604B47,1,,0.0,True,370_Endo,n371
742,373.5,0.4918,,,6,2.5,0.4918,False,n372,n370
743,371.75,0.2442,,,3,0.75,0.2442,False,n373,n372
744,371.0,0.0,0.5,#A77C70,1,,0.0,True,371_Peri,n373
745,372.5,0.0242,,,2,0.5,0.0242,False,n374,n373
746,372.0,0.0,0.5,#4D4639,1,,0.0,True,372_SMC,n374
747,373.0,0.0,0.5,#A6906F,1,,0.0,True,373_SMC,n374
748,375.25,0.099,,,3,1.25,0.099,False,n375,n372
749,374.5,0.0305,,,2,0.5,0.0305,False,n376,n375
750,374.0,0.0,0.5,#3B3F32,1,,0.0,True,374_VLMC,n376
751,375.0,0.0,0.5,#697255,1,,0.0,True,375_VLMC,n376
752,376.0,0.0,0.5,#535944,1,,0.0,True,376_VLMC,n375
753,378.25,0.2624,,,3,1.25,0.2624,False,n377,n369
754,377.5,0.0033,,,2,0.5,0.0033,False,n378,n377
755,377.0,0.0,0.5,#6E7C6F,1,,0.0,True,377_Micro,n378
756,378.0,0.0,0.5,#ADD5B3,1,,0.0,True,378_Micro,n378
757,379.0,0.0,0.5,#8BA38D,1,,0.0,True,379_PVM,n377
